	Coef_artery_aorta	Gene_name
ENSG00000081803.15	0.2076353096803228	CADPS2
ENSG00000244694.7	0.15564973789777525	PTCHD4
ENSG00000126878.12	-0.1551625747186543	AIF1L
ENSG00000168779.19	0.14885138953621396	SHOX2
ENSG00000281706.2	-0.1473340883941807	LINC01012
ENSG00000244681.1	0.14544498889196286	MTHFD2P1
ENSG00000185272.13	0.1441911304082871	RBM11
ENSG00000261786.1	-0.14278945667220966	Gene symbol not found
ENSG00000186472.19	0.14191386751188215	PCLO
ENSG00000232860.7	-0.14142163793499365	SMG7-AS1
ENSG00000082556.10	-0.1352800879965246	OPRK1
ENSG00000064205.10	0.13275091735547134	CCN5
ENSG00000151474.21	-0.1306971994452991	FRMD4A
ENSG00000048540.14	0.12917051426536486	LMO3
ENSG00000196090.12	-0.12689756775671726	PTPRT
ENSG00000258695.2	0.12602292843985277	Gene symbol not found
ENSG00000266050.2	-0.12580840640834762	Gene symbol not found
ENSG00000050555.17	-0.12416920902529102	LAMC3
ENSG00000072041.16	0.12416647398727318	SLC6A15
ENSG00000267504.1	0.12057551162602839	Gene symbol not found
ENSG00000198732.10	-0.1199658964153576	SMOC1
ENSG00000254585.2	-0.1188421088624781	MAGEL2
ENSG00000206828.1	-0.11803079135981615	RNVU1-30
ENSG00000273036.2	0.11215944521457398	CYP4F33P
ENSG00000215529.12	0.1108445060765179	EFCAB8
ENSG00000137968.16	-0.11023034234328269	SLC44A5
ENSG00000239268.2	-0.10917357586158248	LINC03051
ENSG00000278530.4	0.10907188439755432	CHMP1B2P
ENSG00000231784.8	-0.1084588261296769	DBIL5P
ENSG00000165325.13	0.10775004243160356	DEUP1
ENSG00000184500.14	0.107200642926875	PROS1
ENSG00000250361.7	0.10707255020324564	GYPB
ENSG00000258675.1	-0.10663243281817775	LINC02308
ENSG00000086717.18	0.10569209119378586	PPEF1
ENSG00000188191.14	-0.10548956632643122	PRKAR1B
ENSG00000151948.11	-0.10469295487742862	GLT1D1
ENSG00000280435.1	-0.10415546479252898	Gene symbol not found
ENSG00000171403.9	-0.10377488357400091	KRT9
ENSG00000179083.6	0.1035971571672601	FAM133A
ENSG00000276107.1	0.1026659162191087	THBS1-IT1
ENSG00000131941.7	-0.10129670477176225	RHPN2
ENSG00000230267.7	-0.10087177409031745	HERC2P4
ENSG00000249693.2	0.09905194856769488	SPMAP2L
ENSG00000215105.4	0.0986075336247367	TTC3P1
ENSG00000067221.13	0.09846496852550717	STOML1
ENSG00000167693.16	-0.097646612494466	NXN
ENSG00000236155.6	-0.09715472935131929	ZPLD2P
ENSG00000273203.1	0.09685565138957437	
ENSG00000233163.1	0.09507055052646066	RPS12P17
ENSG00000172818.9	0.09499368966534727	OVOL1
