	Coef_artery_aorta	Gene_name
ENSG00000081803.15	0.20809708121418133	CADPS2
ENSG00000126878.12	-0.1557789637429458	AIF1L
ENSG00000244694.7	0.15357241252892348	PTCHD4
ENSG00000168779.19	0.1489086107343514	SHOX2
ENSG00000244681.1	0.14647415106739792	MTHFD2P1
ENSG00000281706.2	-0.14523593484101066	LINC01012
ENSG00000185272.13	0.1440232833484043	RBM11
ENSG00000232860.7	-0.14248087025449946	SMG7-AS1
ENSG00000261786.1	-0.1424190309357439	Gene symbol not found
ENSG00000186472.19	0.1410508895364028	PCLO
ENSG00000082556.10	-0.13767265479273144	OPRK1
ENSG00000064205.10	0.13416663517874397	CCN5
ENSG00000151474.21	-0.13125952810145766	FRMD4A
ENSG00000048540.14	0.1296010151288264	LMO3
ENSG00000196090.12	-0.12605531232972664	PTPRT
ENSG00000050555.17	-0.1250483985210559	LAMC3
ENSG00000266050.2	-0.12473478988307637	Gene symbol not found
ENSG00000072041.16	0.12385002734476566	SLC6A15
ENSG00000258695.2	0.12180601238661162	Gene symbol not found
ENSG00000267504.1	0.11979581221860704	Gene symbol not found
ENSG00000254585.2	-0.11888436134050796	MAGEL2
ENSG00000198732.10	-0.11844469507028305	SMOC1
ENSG00000273036.2	0.11570954362812735	CYP4F33P
ENSG00000206828.1	-0.11561023999240738	RNVU1-30
ENSG00000137968.16	-0.11371801281758383	SLC44A5
ENSG00000278530.4	0.11251018298158609	CHMP1B2P
ENSG00000215529.12	0.11205979938262756	EFCAB8
ENSG00000165325.13	0.11201399116958549	DEUP1
ENSG00000258675.1	-0.1111031758734489	LINC02308
ENSG00000250361.7	0.1086335587813292	GYPB
ENSG00000151948.11	-0.10817447243942467	GLT1D1
ENSG00000231784.8	-0.10665959634552735	DBIL5P
ENSG00000239268.2	-0.10663197176997767	LINC03051
ENSG00000086717.18	0.1055205469601331	PPEF1
ENSG00000280435.1	-0.1054000268445686	Gene symbol not found
ENSG00000184500.14	0.10466372192308926	PROS1
ENSG00000188191.14	-0.10418397923181483	PRKAR1B
ENSG00000179083.6	0.1033389471262085	FAM133A
ENSG00000276107.1	0.1017566279153847	THBS1-IT1
ENSG00000230267.7	-0.10169914229216603	HERC2P4
ENSG00000236155.6	-0.10041819740110428	ZPLD2P
ENSG00000171403.9	-0.09933837814584422	KRT9
ENSG00000067221.13	0.09813730995588303	STOML1
ENSG00000167693.16	-0.09802483674153378	NXN
ENSG00000215105.4	0.09799003693972583	TTC3P1
ENSG00000249693.2	0.09731438076689077	SPMAP2L
ENSG00000176049.15	0.09726090483906649	JAKMIP2
ENSG00000162738.5	-0.09691147333533631	VANGL2
ENSG00000131941.7	-0.09629809948402149	RHPN2
ENSG00000233163.1	0.09523308162495023	RPS12P17
