	Coef_artery_aorta	Gene_name
ENSG00000081803.15	0.2078930372906785	CADPS2
ENSG00000126878.12	-0.15468949310464142	AIF1L
ENSG00000244694.7	0.1543543571291194	PTCHD4
ENSG00000168779.19	0.15077079022831338	SHOX2
ENSG00000244681.1	0.1484909165996427	MTHFD2P1
ENSG00000281706.2	-0.14672818581517136	LINC01012
ENSG00000185272.13	0.14421899516331133	RBM11
ENSG00000186472.19	0.14302686459806538	PCLO
ENSG00000232860.7	-0.1420657379622601	SMG7-AS1
ENSG00000261786.1	-0.14194957448959786	Gene symbol not found
ENSG00000082556.10	-0.14090610828543038	OPRK1
ENSG00000064205.10	0.13453700936421398	CCN5
ENSG00000151474.21	-0.130367979001484	FRMD4A
ENSG00000048540.14	0.1294703394715725	LMO3
ENSG00000196090.12	-0.12766242919978177	PTPRT
ENSG00000050555.17	-0.12643666916780485	LAMC3
ENSG00000258695.2	0.12488646396161678	Gene symbol not found
ENSG00000266050.2	-0.12475639360576564	Gene symbol not found
ENSG00000072041.16	0.1241986839981409	SLC6A15
ENSG00000267504.1	0.11991968860303108	Gene symbol not found
ENSG00000254585.2	-0.11990337308974612	MAGEL2
ENSG00000206828.1	-0.11845935854293116	RNVU1-30
ENSG00000198732.10	-0.11724755143178699	SMOC1
ENSG00000273036.2	0.11646948867097041	CYP4F33P
ENSG00000137968.16	-0.11463199244222064	SLC44A5
ENSG00000278530.4	0.11281240489209322	CHMP1B2P
ENSG00000215529.12	0.111248329999459	EFCAB8
ENSG00000258675.1	-0.11108971221067224	LINC02308
ENSG00000239268.2	-0.10922450212886169	LINC03051
ENSG00000151948.11	-0.10920607176117961	GLT1D1
ENSG00000165325.13	0.10880626323183587	DEUP1
ENSG00000184500.14	0.10724555099152576	PROS1
ENSG00000086717.18	0.10707908153526007	PPEF1
ENSG00000250361.7	0.10523172618763732	GYPB
ENSG00000231784.8	-0.1050925295821769	DBIL5P
ENSG00000188191.14	-0.1049246913100735	PRKAR1B
ENSG00000230267.7	-0.10360780949797413	HERC2P4
ENSG00000280435.1	-0.10316817663480483	Gene symbol not found
ENSG00000179083.6	0.10218851757435875	FAM133A
ENSG00000276107.1	0.1005108531226196	THBS1-IT1
ENSG00000236155.6	-0.09941439916978642	ZPLD2P
ENSG00000176049.15	0.09885961629943814	JAKMIP2
ENSG00000249693.2	0.09863877868992874	SPMAP2L
ENSG00000171403.9	-0.09843249286330247	KRT9
ENSG00000067221.13	0.09707761823087906	STOML1
ENSG00000215105.4	0.09659467253828796	TTC3P1
ENSG00000162738.5	-0.09646693987217636	VANGL2
ENSG00000167693.16	-0.09633779204545842	NXN
ENSG00000131941.7	-0.09462348778818234	RHPN2
ENSG00000233163.1	0.09396619868055595	RPS12P17
